State,StateFIPS,CountyFIPS,AreaName,All_Poverty,M_Poverty,F_Poverty
NY,36,063,"Niagara County, New York",28816,12569,16247
NY,36,065,"Oneida County, New York",37760,17386,20374
NY,36,067,"Onondaga County, New York",69487,31279,38208
NY,36,069,"Ontario County, New York",10975,4935,6040
NY,36,071,"Orange County, New York",46731,21428,25303
NY,36,073,"Orleans County, New York",6173,2836,3337
NY,36,075,"Oswego County, New York",21615,10192,11423
NY,36,077,"Otsego County, New York",9275,4372,4903
NY,36,079,"Putnam County, New York",5212,2693,2519
NY,36,081,"Queens County, New York",343834,148985,194849
NY,36,083,"Rensselaer County, New York",19186,8695,10491
NY,36,085,"Richmond County, New York",58470,26399,32071
NY,36,087,"Rockland County, New York",46118,21825,24293
NY,36,089,"St. Lawrence County, New York",19494,9391,10103
NY,36,091,"Saratoga County, New York",14583,6435,8148
NY,36,093,"Schenectady County, New York",19028,8584,10444
NY,36,095,"Schoharie County, New York",3936,1911,2025
NY,36,097,"Schuyler County, New York",2595,1062,1533
NY,36,099,"Seneca County, New York",4081,1817,2264
NY,36,101,"Steuben County, New York",15888,7157,8731
NY,36,103,"Suffolk County, New York",103269,45309,57960
NY,36,105,"Sullivan County, New York",12868,6015,6853
NY,36,107,"Tioga County, New York",4801,2062,2739
NY,36,109,"Tompkins County, New York",18547,8362,10185
NY,36,111,"Ulster County, New York",22290,10453,11837
NY,36,113,"Warren County, New York",7685,3218,4467
NY,36,115,"Washington County, New York",8004,3581,4423
NY,36,117,"Wayne County, New York",11541,5486,6055
NY,36,119,"Westchester County, New York",90752,39737,51015
NY,36,121,"Wyoming County, New York",4425,2081,2344
NY,36,123,"Yates County, New York",3446,1583,1863
OH,39,001,"Adams County, Ohio",6832,2970,3862
OH,39,003,"Allen County, Ohio",17713,8327,9386
OH,39,005,"Ashland County, Ohio",7569,3496,4073
OH,39,007,"Ashtabula County, Ohio",19266,8329,10937
OH,39,009,"Athens County, Ohio",18263,9227,9036
OH,39,011,"Auglaize County, Ohio",4010,1627,2383
OH,39,013,"Belmont County, Ohio",9553,4021,5532
OH,39,015,"Brown County, Ohio",6442,2678,3764
OH,39,017,"Butler County, Ohio",50312,21472,28840
OH,39,019,"Carroll County, Ohio",4317,1997,2320
OH,39,021,"Champaign County, Ohio",4756,2217,2539
OH,39,023,"Clark County, Ohio",24419,10932,13487
OH,39,025,"Clermont County, Ohio",21127,9318,11809
OH,39,027,"Clinton County, Ohio",6425,3000,3425
OH,39,029,"Columbiana County, Ohio",15730,6792,8938
OH,39,031,"Coshocton County, Ohio",5835,2516,3319
OH,39,033,"Crawford County, Ohio",6888,2976,3912
OH,39,035,"Cuyahoga County, Ohio",231823,101682,130141
OH,39,037,"Darke County, Ohio",6846,3045,3801
OH,39,039,"Defiance County, Ohio",5071,2187,2884
OH,39,041,"Delaware County, Ohio",8285,3705,4580
OH,39,043,"Erie County, Ohio",9333,4116,5217
OH,39,045,"Fairfield County, Ohio",15110,6752,8358
OH,39,047,"Fayette County, Ohio",5185,2461,2724
OH,39,049,"Franklin County, Ohio",208422,95908,112514
OH,39,051,"Fulton County, Ohio",4532,2197,2335
OH,39,053,"Gallia County, Ohio",6214,2541,3673
OH,39,055,"Geauga County, Ohio",6969,3258,3711
OH,39,057,"Greene County, Ohio",21065,9574,11491
OH,39,059,"Guernsey County, Ohio",7784,3427,4357
OH,39,061,"Hamilton County, Ohio",143778,63809,79969
OH,39,063,"Hancock County, Ohio",10221,4369,5852
OH,39,065,"Hardin County, Ohio",5491,2667,2824
OH,39,067,"Harrison County, Ohio",2657,1186,1471
OH,39,069,"Henry County, Ohio",3144,1325,1819
OH,39,071,"Highland County, Ohio",8604,3780,4824
OH,39,073,"Hocking County, Ohio",4894,2116,2778
OH,39,075,"Holmes County, Ohio",5398,2451,2947
OH,39,077,"Huron County, Ohio",7853,3501,4352
OH,39,079,"Jackson County, Ohio",7637,3320,4317
OH,39,081,"Jefferson County, Ohio",11533,4875,6658
OH,39,083,"Knox County, Ohio",8825,3995,4830
OH,39,085,"Lake County, Ohio",20063,8926,11137
OH,39,087,"Lawrence County, Ohio",11135,5080,6055
OH,39,089,"Licking County, Ohio",20926,9134,11792
OH,39,091,"Logan County, Ohio",6487,2767,3720
OH,39,093,"Lorain County, Ohio",42269,17426,24843
OH,39,095,"Lucas County, Ohio",90091,42034,48057
OH,39,097,"Madison County, Ohio",3580,1621,1959
OH,39,099,"Mahoning County, Ohio",40841,17922,22919
OH,39,101,"Marion County, Ohio",11127,4978,6149
OH,39,103,"Medina County, Ohio",12859,5798,7061
OH,39,105,"Meigs County, Ohio",5285,2498,2787
OH,39,107,"Mercer County, Ohio",3399,1428,1971
OH,39,109,"Miami County, Ohio",13076,5466,7610
OH,39,111,"Monroe County, Ohio",2782,1268,1514
OH,39,113,"Montgomery County, Ohio",96354,42909,53445
OH,39,115,"Morgan County, Ohio",3111,1481,1630
OH,39,117,"Morrow County, Ohio",4063,2119,1944
OH,39,119,"Muskingum County, Ohio",15554,7155,8399
OH,39,121,"Noble County, Ohio",1521,670,851
OH,39,123,"Ottawa County, Ohio",4349,1803,2546
OH,39,125,"Paulding County, Ohio",2436,1188,1248
OH,39,127,"Perry County, Ohio",6876,2994,3882
OH,39,129,"Pickaway County, Ohio",6509,3040,3469
OH,39,131,"Pike County, Ohio",6436,3038,3398
OH,39,133,"Portage County, Ohio",24219,10238,13981
OH,39,135,"Preble County, Ohio",5477,2504,2973
OH,39,137,"Putnam County, Ohio",1966,831,1135
OH,39,139,"Richland County, Ohio",19504,8622,10882
OH,39,141,"Ross County, Ohio",13746,6062,7684
OH,39,143,"Sandusky County, Ohio",8458,3644,4814
OH,39,145,"Scioto County, Ohio",18740,8702,10038
OH,39,147,"Seneca County, Ohio",8923,4164,4759
OH,39,149,"Shelby County, Ohio",4970,2048,2922
OH,39,151,"Stark County, Ohio",53715,23898,29817
OH,39,153,"Summit County, Ohio",78658,35036,43622
OH,39,155,"Trumbull County, Ohio",34912,15220,19692
OH,39,157,"Tuscarawas County, Ohio",12763,5748,7015
OH,39,159,"Union County, Ohio",4344,1959,2385
OH,39,161,"Van Wert County, Ohio",3600,1623,1977
OH,39,163,"Vinton County, Ohio",2713,1100,1613
OH,39,165,"Warren County, Ohio",11885,4930,6955
OH,39,167,"Washington County, Ohio",9777,4438,5339
OH,39,169,"Wayne County, Ohio",14758,6498,8260
OH,39,171,"Williams County, Ohio",5386,2265,3121
OH,39,173,"Wood County, Ohio",17461,8079,9382
OH,39,175,"Wyandot County, Ohio",2601,1060,1541
OK,40,001,"Adair County, Oklahoma",5897,2813,3084
OK,40,003,"Alfalfa County, Oklahoma",606,319,287
OK,40,005,"Atoka County, Oklahoma",2794,1204,1590
OK,40,007,"Beaver County, Oklahoma",492,182,310
OK,40,009,"Beckham County, Oklahoma",2777,1101,1676
OK,40,011,"Blaine County, Oklahoma",1293,524,769
OK,40,013,"Bryan County, Oklahoma",7816,3424,4392
OK,40,015,"Caddo County, Oklahoma",5976,2901,3075
OK,40,017,"Canadian County, Oklahoma",8995,3890,5105
OK,40,019,"Carter County, Oklahoma",7262,3135,4127
OK,40,021,"Cherokee County, Oklahoma",10426,5020,5406
OK,40,023,"Choctaw County, Oklahoma",4297,1952,2345
OK,40,025,"Cimarron County, Oklahoma",414,174,240
OK,40,027,"Cleveland County, Oklahoma",32758,15142,17616
OK,40,029,"Coal County, Oklahoma",1186,515,671
OK,40,031,"Comanche County, Oklahoma",20444,8810,11634
OK,40,033,"Cotton County, Oklahoma",1030,467,563
OK,40,035,"Craig County, Oklahoma",2659,1162,1497
OK,40,037,"Creek County, Oklahoma",10813,4877,5936
OK,40,039,"Custer County, Oklahoma",4595,2089,2506
OK,40,041,"Delaware County, Oklahoma",8311,3830,4481
OK,40,043,"Dewey County, Oklahoma",788,367,421
OK,40,045,"Ellis County, Oklahoma",595,291,304
OK,40,047,"Garfield County, Oklahoma",7852,3563,4289
OK,40,049,"Garvin County, Oklahoma",5038,2280,2758
OK,40,051,"Grady County, Oklahoma",6690,2780,3910
OK,40,053,"Grant County, Oklahoma",430,156,274
OK,40,055,"Greer County, Oklahoma",735,346,389
OK,40,057,"Harmon County, Oklahoma",481,172,309
OK,40,059,"Harper County, Oklahoma",520,272,248
OK,40,061,"Haskell County, Oklahoma",2524,1126,1398
OK,40,063,"Hughes County, Oklahoma",2244,1025,1219
OK,40,065,"Jackson County, Oklahoma",4276,1665,2611
OK,40,067,"Jefferson County, Oklahoma",1313,607,706
OK,40,069,"Johnston County, Oklahoma",2070,777,1293
OK,40,071,"Kay County, Oklahoma",8137,3467,4670
OK,40,073,"Kingfisher County, Oklahoma",1093,481,612
OK,40,075,"Kiowa County, Oklahoma",1883,806,1077
OK,40,077,"Latimer County, Oklahoma",1833,776,1057
OK,40,079,"Le Flore County, Oklahoma",11035,4903,6132
OK,40,081,"Lincoln County, Oklahoma",5335,2418,2917
OK,40,083,"Logan County, Oklahoma",4943,2388,2555
OK,40,085,"Love County, Oklahoma",1292,604,688
OK,40,087,"McClain County, Oklahoma",3944,1922,2022
OK,40,089,"McCurtain County, Oklahoma",8256,3703,4553
OK,40,091,"McIntosh County, Oklahoma",4209,1975,2234
OK,40,093,"Major County, Oklahoma",1073,456,617
OK,40,095,"Marshall County, Oklahoma",2645,1134,1511
OK,40,097,"Mayes County, Oklahoma",8585,3814,4771
OK,40,099,"Murray County, Oklahoma",2012,764,1248
OK,40,101,"Muskogee County, Oklahoma",14670,6326,8344
OK,40,103,"Noble County, Oklahoma",1515,695,820
OK,40,105,"Nowata County, Oklahoma",1928,881,1047
OK,40,107,"Okfuskee County, Oklahoma",2797,1344,1453
OK,40,109,"Oklahoma County, Oklahoma",134377,59501,74876
OK,40,111,"Okmulgee County, Oklahoma",7880,3555,4325
OK,40,113,"Osage County, Oklahoma",7365,3002,4363
OK,40,115,"Ottawa County, Oklahoma",7112,3361,3751
OK,40,117,"Pawnee County, Oklahoma",2249,980,1269
OK,40,119,"Payne County, Oklahoma",18483,9075,9408
OK,40,121,"Pittsburg County, Oklahoma",7994,3657,4337
OK,40,123,"Pontotoc County, Oklahoma",6769,3222,3547
OK,40,125,"Pottawatomie County, Oklahoma",12288,5580,6708
OK,40,127,"Pushmataha County, Oklahoma",2716,1195,1521
OK,40,129,"Roger Mills County, Oklahoma",544,246,298
OK,40,131,"Rogers County, Oklahoma",8271,3365,4906
OK,40,133,"Seminole County, Oklahoma",5371,2334,3037
OK,40,135,"Sequoyah County, Oklahoma",10261,5048,5213
OK,40,137,"Stephens County, Oklahoma",6740,2876,3864
OK,40,139,"Texas County, Oklahoma",2733,1158,1575
OK,40,141,"Tillman County, Oklahoma",1750,848,902
OK,40,143,"Tulsa County, Oklahoma",96498,42178,54320
OK,40,145,"Wagoner County, Oklahoma",8150,3605,4545
OK,40,147,"Washington County, Oklahoma",7307,3205,4102
OK,40,149,"Washita County, Oklahoma",1725,666,1059
OK,40,151,"Woods County, Oklahoma",1283,662,621
OK,40,153,"Woodward County, Oklahoma",2595,1056,1539
OR,41,001,"Baker County, Oregon",2353,1144,1209
OR,41,003,"Benton County, Oregon",18139,9502,8637
OR,41,005,"Clackamas County, Oregon",36894,16509,20385
OR,41,007,"Clatsop County, Oregon",5791,2590,3201
OR,41,009,"Columbia County, Oregon",6638,3004,3634
OR,41,011,"Coos County, Oregon",11310,5154,6156
OR,41,013,"Crook County, Oregon",4048,1787,2261
OR,41,015,"Curry County, Oregon",3682,1519,2163
OR,41,017,"Deschutes County, Oregon",24220,11509,12711
OR,41,019,"Douglas County, Oregon",20377,8874,11503
OR,41,021,"Gilliam County, Oregon",186,81,105
OR,41,023,"Grant County, Oregon",1138,508,630
OR,41,025,"Harney County, Oregon",1268,573,695
OR,41,027,"Hood River County, Oregon",3223,1435,1788
OR,41,029,"Jackson County, Oregon",39122,18447,20675
OR,41,031,"Jefferson County, Oregon",4358,2092,2266
OR,41,033,"Josephine County, Oregon",16627,8447,8180
OR,41,035,"Klamath County, Oregon",12542,5452,7090
OR,41,037,"Lake County, Oregon",1365,663,702
OR,41,039,"Lane County, Oregon",70308,34709,35599
OR,41,041,"Lincoln County, Oregon",7754,3580,4174
OR,41,043,"Linn County, Oregon",22201,9995,12206
OR,41,045,"Malheur County, Oregon",6865,2879,3986
OR,41,047,"Marion County, Oregon",57846,26573,31273
OR,41,049,"Morrow County, Oregon",1844,862,982
OR,41,051,"Multnomah County, Oregon",136472,64213,72259
OR,41,053,"Polk County, Oregon",12270,5616,6654
OR,41,055,"Sherman County, Oregon",386,170,216
OR,41,057,"Tillamook County, Oregon",4310,2086,2224
OR,41,059,"Umatilla County, Oregon",12733,5516,7217
OR,41,061,"Union County, Oregon",4641,1955,2686
OR,41,063,"Wallowa County, Oregon",1033,492,541
OR,41,065,"Wasco County, Oregon",4015,1812,2203
OR,41,067,"Washington County, Oregon",64861,29554,35307
OR,41,069,"Wheeler County, Oregon",250,107,143
OR,41,071,"Yamhill County, Oregon",15877,7131,8746
PA,42,001,"Adams County, Pennsylvania",8715,3721,4994
PA,42,003,"Allegheny County, Pennsylvania",155874,67353,88521
PA,42,005,"Armstrong County, Pennsylvania",8738,3962,4776
PA,42,007,"Beaver County, Pennsylvania",19888,8582,11306
PA,42,009,"Bedford County, Pennsylvania",6643,2986,3657
PA,42,011,"Berks County, Pennsylvania",56855,25575,31280
PA,42,013,"Blair County, Pennsylvania",18548,8198,10350
PA,42,015,"Bradford County, Pennsylvania",8336,3681,4655
PA,42,017,"Bucks County, Pennsylvania",36868,15318,21550
PA,42,019,"Butler County, Pennsylvania",16325,7113,9212
PA,42,021,"Cambria County, Pennsylvania",20011,8513,11498
PA,42,023,"Cameron County, Pennsylvania",626,217,409
PA,42,025,"Carbon County, Pennsylvania",6909,2993,3916
PA,42,027,"Centre County, Pennsylvania",27217,14043,13174
PA,42,029,"Chester County, Pennsylvania",35053,15855,19198
PA,42,031,"Clarion County, Pennsylvania",6881,3045,3836
PA,42,033,"Clearfield County, Pennsylvania",11306,5035,6271
PA,42,035,"Clinton County, Pennsylvania",6086,2474,3612
PA,42,037,"Columbia County, Pennsylvania",10067,4475,5592
PA,42,039,"Crawford County, Pennsylvania",12321,5698,6623
PA,42,041,"Cumberland County, Pennsylvania",19984,8850,11134
PA,42,043,"Dauphin County, Pennsylvania",36269,16243,20026
PA,42,045,"Delaware County, Pennsylvania",57202,25013,32189
PA,42,047,"Elk County, Pennsylvania",2721,1090,1631
PA,42,049,"Erie County, Pennsylvania",44595,19834,24761
PA,42,051,"Fayette County, Pennsylvania",25282,10838,14444
PA,42,053,"Forest County, Pennsylvania",523,245,278
PA,42,055,"Franklin County, Pennsylvania",17554,7644,9910
PA,42,057,"Fulton County, Pennsylvania",1779,763,1016
PA,42,059,"Greene County, Pennsylvania",4672,1970,2702
PA,42,061,"Huntingdon County, Pennsylvania",5578,2342,3236
PA,42,063,"Indiana County, Pennsylvania",14176,6724,7452
PA,42,065,"Jefferson County, Pennsylvania",6414,2841,3573
PA,42,067,"Juniata County, Pennsylvania",3245,1410,1835
PA,42,069,"Lackawanna County, Pennsylvania",30447,13104,17343
PA,42,071,"Lancaster County, Pennsylvania",55372,25250,30122
PA,42,073,"Lawrence County, Pennsylvania",13192,5770,7422
PA,42,075,"Lebanon County, Pennsylvania",14922,6555,8367
PA,42,077,"Lehigh County, Pennsylvania",45488,19230,26258
PA,42,079,"Luzerne County, Pennsylvania",48822,21579,27243
PA,42,081,"Lycoming County, Pennsylvania",16150,7164,8986
PA,42,083,"McKean County, Pennsylvania",6830,3230,3600
PA,42,085,"Mercer County, Pennsylvania",14549,6345,8204
PA,42,087,"Mifflin County, Pennsylvania",7216,3249,3967
PA,42,089,"Monroe County, Pennsylvania",20702,9712,10990
PA,42,091,"Montgomery County, Pennsylvania",52330,22642,29688
PA,42,093,"Montour County, Pennsylvania",1749,722,1027
PA,42,095,"Northampton County, Pennsylvania",27294,11982,15312
PA,42,097,"Northumberland County, Pennsylvania",12279,5998,6281
PA,42,099,"Perry County, Pennsylvania",4217,1783,2434
PA,42,101,"Philadelphia County, Pennsylvania",399352,178789,220563
PA,42,103,"Pike County, Pennsylvania",5532,2403,3129
PA,42,105,"Potter County, Pennsylvania",2570,1124,1446
PA,42,107,"Schuylkill County, Pennsylvania",18278,8099,10179
PA,42,109,"Snyder County, Pennsylvania",4077,1683,2394
PA,42,111,"Somerset County, Pennsylvania",9074,3689,5385
PA,42,113,"Sullivan County, Pennsylvania",802,459,343
PA,42,115,"Susquehanna County, Pennsylvania",5455,2517,2938
PA,42,117,"Tioga County, Pennsylvania",5891,2553,3338
PA,42,119,"Union County, Pennsylvania",4554,1984,2570
PA,42,121,"Venango County, Pennsylvania",8123,3615,4508
PA,42,123,"Warren County, Pennsylvania",4891,2209,2682
PA,42,125,"Washington County, Pennsylvania",21074,9161,11913
PA,42,127,"Wayne County, Pennsylvania",6164,2836,3328
PA,42,129,"Westmoreland County, Pennsylvania",36758,15792,20966
PA,42,131,"Wyoming County, Pennsylvania",3030,1313,1717
PA,42,133,"York County, Pennsylvania",46124,19823,26301
PR,72,001,"Adjuntas Municipio, Puerto Rico",11645,5455,6190
PR,72,003,"Aguada Municipio, Puerto Rico",21982,10512,11470
PR,72,005,"Aguadilla Municipio, Puerto Rico",27742,12695,15047
PR,72,007,"Aguas Buenas Municipio, Puerto Rico",14789,6917,7872
PR,72,009,"Aibonito Municipio, Puerto Rico",11713,5489,6224
PR,72,011,"Añasco Municipio, Puerto Rico",13997,6574,7423
PR,72,013,"Arecibo Municipio, Puerto Rico",45195,20489,24706
PR,72,015,"Arroyo Municipio, Puerto Rico",10020,4510,5510
PR,72,017,"Barceloneta Municipio, Puerto Rico",13828,6574,7254
PR,72,019,"Barranquitas Municipio, Puerto Rico",18032,8343,9689
PR,72,021,"Bayamón Municipio, Puerto Rico",68252,29537,38715
PR,72,023,"Cabo Rojo Municipio, Puerto Rico",25503,11897,13606
PR,72,025,"Caguas Municipio, Puerto Rico",52367,22796,29571
PR,72,027,"Camuy Municipio, Puerto Rico",16498,7478,9020
PR,72,029,"Canóvanas Municipio, Puerto Rico",20667,9113,11554
PR,72,031,"Carolina Municipio, Puerto Rico",50985,21863,29122
PR,72,033,"Cataño Municipio, Puerto Rico",13049,5704,7345
PR,72,035,"Cayey Municipio, Puerto Rico",19324,8942,10382
PR,72,037,"Ceiba Municipio, Puerto Rico",5536,2568,2968
PR,72,039,"Ciales Municipio, Puerto Rico",10642,5074,5568
PR,72,041,"Cidra Municipio, Puerto Rico",16524,7874,8650
PR,72,043,"Coamo Municipio, Puerto Rico",19842,9255,10587
PR,72,045,"Comerío Municipio, Puerto Rico",12145,5963,6182
PR,72,047,"Corozal Municipio, Puerto Rico",20237,9462,10775
PR,72,049,"Culebra Municipio, Puerto Rico",708,382,326
PR,72,051,"Dorado Municipio, Puerto Rico",13540,6342,7198
PR,72,053,"Fajardo Municipio, Puerto Rico",15660,6873,8787
PR,72,054,"Florida Municipio, Puerto Rico",6689,3046,3643
PR,72,055,"Guánica Municipio, Puerto Rico",11089,5251,5838
PR,72,057,"Guayama Municipio, Puerto Rico",22083,9715,12368
PR,72,059,"Guayanilla Municipio, Puerto Rico",11402,5477,5925
PR,72,061,"Guaynabo Municipio, Puerto Rico",25163,10955,14208
PR,72,063,"Gurabo Municipio, Puerto Rico",15848,7278,8570
PR,72,065,"Hatillo Municipio, Puerto Rico",18552,8276,10276
PR,72,067,"Hormigueros Municipio, Puerto Rico",6246,2852,3394
PR,72,069,"Humacao Municipio, Puerto Rico",25043,11650,13393
PR,72,071,"Isabela Municipio, Puerto Rico",24673,11823,12850
PR,72,073,"Jayuya Municipio, Puerto Rico",9083,4453,4630
PR,72,075,"Juana Díaz Municipio, Puerto Rico",24979,11431,13548
PR,72,077,"Juncos Municipio, Puerto Rico",18983,8642,10341
PR,72,079,"Lajas Municipio, Puerto Rico",14632,6987,7645
PR,72,081,"Lares Municipio, Puerto Rico",16529,7821,8708
PR,72,083,"Las Marías Municipio, Puerto Rico",5357,2604,2753
PR,72,085,"Las Piedras Municipio, Puerto Rico",18976,8541,10435
PR,72,087,"Loíza Municipio, Puerto Rico",13543,6252,7291
PR,72,089,"Luquillo Municipio, Puerto Rico",8868,3994,4874
PR,72,091,"Manatí Municipio, Puerto Rico",19265,8779,10486
PR,72,093,"Maricao Municipio, Puerto Rico",4054,2037,2017
PR,72,095,"Maunabo Municipio, Puerto Rico",6533,3033,3500
PR,72,097,"Mayagüez Municipio, Puerto Rico",42055,19497,22558
PR,72,099,"Moca Municipio, Puerto Rico",20947,9818,11129
PR,72,101,"Morovis Municipio, Puerto Rico",17745,8365,9380
PR,72,103,"Naguabo Municipio, Puerto Rico",14051,6311,7740
PR,72,105,"Naranjito Municipio, Puerto Rico",14616,7239,7377
PR,72,107,"Orocovis Municipio, Puerto Rico",13353,6530,6823
PR,72,109,"Patillas Municipio, Puerto Rico",10900,5158,5742
PR,72,111,"Peñuelas Municipio, Puerto Rico",13620,6609,7011
PR,72,113,"Ponce Municipio, Puerto Rico",79360,36204,43156
PR,72,115,"Quebradillas Municipio, Puerto Rico",13928,6699,7229
PR,72,117,"Rincón Municipio, Puerto Rico",7228,3421,3807
PR,72,119,"Río Grande Municipio, Puerto Rico",20341,9275,11066
PR,72,121,"Sabana Grande Municipio, Puerto Rico",11404,5649,5755
PR,72,123,"Salinas Municipio, Puerto Rico",16746,8184,8562
PR,72,125,"San Germán Municipio, Puerto Rico",17074,8219,8855
PR,72,127,"San Juan Municipio, Puerto Rico",155011,66576,88435
PR,72,129,"San Lorenzo Municipio, Puerto Rico",19157,9248,9909
PR,72,131,"San Sebastián Municipio, Puerto Rico",22775,10936,11839
PR,72,133,"Santa Isabel Municipio, Puerto Rico",11470,5403,6067
PR,72,135,"Toa Alta Municipio, Puerto Rico",23357,11176,12181
PR,72,137,"Toa Baja Municipio, Puerto Rico",32692,15220,17472
PR,72,139,"Trujillo Alto Municipio, Puerto Rico",21253,9527,11726
PR,72,141,"Utuado Municipio, Puerto Rico",16445,7737,8708
PR,72,143,"Vega Alta Municipio, Puerto Rico",19358,8901,10457
PR,72,145,"Vega Baja Municipio, Puerto Rico",27360,12767,14593
PR,72,147,"Vieques Municipio, Puerto Rico",3569,1516,2053
PR,72,149,"Villalba Municipio, Puerto Rico",13223,6382,6841
PR,72,151,"Yabucoa Municipio, Puerto Rico",18899,8668,10231
PR,72,153,"Yauco Municipio, Puerto Rico",20168,9464,10704
RI,44,001,"Bristol County, Rhode Island",3396,1458,1938
RI,44,003,"Kent County, Rhode Island",13763,5821,7942
RI,44,005,"Newport County, Rhode Island",8005,3159,4846
RI,44,007,"Providence County, Rhode Island",107120,47085,60035
RI,44,009,"Washington County, Rhode Island",11939,5494,6445
SC,45,001,"Abbeville County, South Carolina",5471,2510,2961
SC,45,003,"Aiken County, South Carolina",29126,13078,16048
SC,45,005,"Allendale County, South Carolina",2537,1164,1373
SC,45,007,"Anderson County, South Carolina",30915,13201,17714
SC,45,009,"Bamberg County, South Carolina",4077,2090,1987
SC,45,011,"Barnwell County, South Carolina",5819,2287,3532
SC,45,013,"Beaufort County, South Carolina",21221,9021,12200
SC,45,015,"Berkeley County, South Carolina",26327,11742,14585
SC,45,017,"Calhoun County, South Carolina",2896,1389,1507
SC,45,019,"Charleston County, South Carolina",62119,26269,35850
SC,45,021,"Cherokee County, South Carolina",13093,5591,7502
SC,45,023,"Chester County, South Carolina",8734,3931,4803
SC,45,025,"Chesterfield County, South Carolina",11930,6027,5903
SC,45,027,"Clarendon County, South Carolina",8163,3623,4540
SC,45,029,"Colleton County, South Carolina",8340,3466,4874
SC,45,031,"Darlington County, South Carolina",15878,6580,9298
SC,45,033,"Dillon County, South Carolina",10502,4356,6146
SC,45,035,"Dorchester County, South Carolina",18737,7557,11180
SC,45,037,"Edgefield County, South Carolina",3896,1597,2299
SC,45,039,"Fairfield County, South Carolina",5566,2255,3311
SC,45,041,"Florence County, South Carolina",26802,11243,15559
SC,45,043,"Georgetown County, South Carolina",12557,5083,7474
SC,45,045,"Greenville County, South Carolina",72169,31335,40834
SC,45,047,"Greenwood County, South Carolina",15875,6825,9050
SC,45,049,"Hampton County, South Carolina",3963,1734,2229
SC,45,051,"Horry County, South Carolina",51988,23286,28702
SC,45,053,"Jasper County, South Carolina",6106,2888,3218
SC,45,055,"Kershaw County, South Carolina",10467,4672,5795
SC,45,057,"Lancaster County, South Carolina",14802,6340,8462
SC,45,059,"Laurens County, South Carolina",13395,5938,7457
SC,45,061,"Lee County, South Carolina",4663,2202,2461
SC,45,063,"Lexington County, South Carolina",38470,16614,21856
SC,45,065,"McCormick County, South Carolina",1681,741,940
SC,45,067,"Marion County, South Carolina",8865,3480,5385
SC,45,069,"Marlboro County, South Carolina",7224,3108,4116
SC,45,071,"Newberry County, South Carolina",6436,2717,3719
SC,45,073,"Oconee County, South Carolina",14897,6520,8377
SC,45,075,"Orangeburg County, South Carolina",20600,9050,11550
SC,45,077,"Pickens County, South Carolina",22545,10766,11779
SC,45,079,"Richland County, South Carolina",62611,26738,35873
SC,45,081,"Saluda County, South Carolina",4062,1813,2249
SC,45,083,"Spartanburg County, South Carolina",49665,21832,27833
SC,45,085,"Sumter County, South Carolina",18943,8146,10797
SC,45,087,"Union County, South Carolina",5605,2257,3348
SC,45,089,"Williamsburg County, South Carolina",9349,3950,5399
SC,45,091,"York County, South Carolina",31814,13652,18162
SD,46,003,"Aurora County, South Dakota",223,105,118
SD,46,005,"Beadle County, South Dakota",3708,1647,2061
SD,46,007,"Bennett County, South Dakota",1361,631,730
SD,46,009,"Bon Homme County, South Dakota",576,268,308
SD,46,011,"Brookings County, South Dakota",4811,2411,2400
SD,46,013,"Brown County, South Dakota",3613,1635,1978
SD,46,015,"Brule County, South Dakota",789,351,438
SD,46,017,"Buffalo County, South Dakota",711,362,349
SD,46,019,"Butte County, South Dakota",1082,514,568
SD,46,021,"Campbell County, South Dakota",140,58,82
SD,46,023,"Charles Mix County, South Dakota",1970,923,1047
SD,46,025,"Clark County, South Dakota",566,285,281
SD,46,027,"Clay County, South Dakota",3255,1660,1595
SD,46,029,"Codington County, South Dakota",2806,1298,1508
SD,46,031,"Corson County, South Dakota",1865,907,958
SD,46,033,"Custer County, South Dakota",850,373,477
SD,46,035,"Davison County, South Dakota",2379,1314,1065
SD,46,037,"Day County, South Dakota",1200,559,641
SD,46,039,"Deuel County, South Dakota",330,160,170
SD,46,041,"Dewey County, South Dakota",1523,728,795
SD,46,043,"Douglas County, South Dakota",246,72,174
SD,46,045,"Edmunds County, South Dakota",479,213,266
SD,46,047,"Fall River County, South Dakota",1097,543,554
SD,46,049,"Faulk County, South Dakota",373,244,129
SD,46,051,"Grant County, South Dakota",582,228,354
SD,46,053,"Gregory County, South Dakota",769,363,406
SD,46,055,"Haakon County, South Dakota",343,181,162
SD,46,057,"Hamlin County, South Dakota",424,176,248
SD,46,059,"Hand County, South Dakota",271,138,133
SD,46,061,"Hanson County, South Dakota",406,245,161
SD,46,063,"Harding County, South Dakota",174,85,89
SD,46,065,"Hughes County, South Dakota",1663,776,887
SD,46,067,"Hutchinson County, South Dakota",926,498,428
SD,46,069,"Hyde County, South Dakota",168,74,94
SD,46,071,"Jackson County, South Dakota",1059,511,548
SD,46,073,"Jerauld County, South Dakota",176,67,109
SD,46,075,"Jones County, South Dakota",89,49,40
SD,46,077,"Kingsbury County, South Dakota",505,219,286
SD,46,079,"Lake County, South Dakota",1732,766,966
SD,46,081,"Lawrence County, South Dakota",3115,1219,1896
SD,46,083,"Lincoln County, South Dakota",2158,859,1299
SD,46,085,"Lyman County, South Dakota",775,360,415
SD,46,087,"McCook County, South Dakota",467,218,249
